Plant_ID,Production_Date,Shift,Planned_Units,Units_Produced,Defective_Units,Defect_Type,Supplier_ID,Raw_Material,Lead_Time_Days,Downtime_Minutes,Downtime_Reason,Inventory_Level,Reorder_Level,Production_Cost_Per_Unit,Delivery_Delay_Days,Defect_Rate,Production_Efficiency,Inventory_Status
R_Pune,06-10-2024,A,243,243,12,No Defect,ZF,Engine_Parts,5,118,Material_Shortage,354,391,55009.55,2,4.94,100.0,Below Reorder
R_Pune,16-09-2024,B,226,202,2,Assembly,Valeo,Gearbox,10,160,Maintenance,509,450,52179.59,0,0.99,89.38,Optimal
R_Chakan,15-03-2024,A,223,219,13,Welding,ZF,Body_Parts,15,3,Maintenance,829,499,62076.97,2,5.94,98.21,Optimal
R_Pune,05-09-2024,B,209,188,10,Welding,Valeo,Body_Parts,12,170,Maintenance,730,363,65780.5,4,5.32,89.95,Optimal
R_Chakan,21-06-2024,B,225,209,10,Assembly,Mahindra_Suppliers,Gearbox,8,89,Material_Shortage,1138,524,59176.65,5,4.78,92.89,Optimal
R_Pune,19-09-2024,C,206,199,3,Assembly,Valeo,Engine_Parts,4,58,Machine_Failure,379,384,71871.91,2,1.51,96.6,Below Reorder
R_Aurangabad,10-02-2024,C,210,184,9,Assembly,Bosch,Body_Parts,7,76,Maintenance,787,522,65168.09,2,4.89,87.62,Optimal
R_Pune,22-05-2024,A,202,191,15,Electrical,ZF,Electronics,9,174,Power_Failure,233,472,50617.89,3,7.85,94.55,Below Reorder
R_Aurangabad,03-02-2024,A,246,221,12,Assembly,Valeo,Gearbox,6,7,Machine_Failure,537,436,71033.5,2,5.43,89.84,Optimal
R_Aurangabad,25-07-2024,A,231,229,4,No Defect,ZF,Engine_Parts,2,113,Power_Failure,387,532,56874.62,3,1.75,99.13,Below Reorder
R_Pune,27-03-2024,C,230,209,14,Assembly,Mahindra_Suppliers,Electronics,12,8,Material_Shortage,598,309,60001.05,3,6.7,90.87,Optimal
R_Aurangabad,12-09-2024,A,224,195,1,Welding,Mahindra_Suppliers,Electronics,9,114,Machine_Failure,725,403,52781.12,3,0.51,87.05,Optimal
R_Chakan,20-06-2024,B,244,237,5,Assembly,Valeo,Body_Parts,14,47,Machine_Failure,1153,380,49593.22,5,2.11,97.13,Optimal
R_Chakan,27-08-2024,A,257,240,8,Welding,Continental,Engine_Parts,5,0,Machine_Failure,726,576,77275.98,1,3.33,93.39,Optimal
R_Chakan,18-05-2024,A,215,175,4,No Defect,Valeo,Body_Parts,11,168,Power_Failure,847,600,76002.07,4,2.29,81.4,Optimal
R_Pune,26-03-2024,B,256,242,14,Welding,Valeo,Body_Parts,15,175,Maintenance,586,563,74634.77,0,5.79,94.53,Optimal
R_Aurangabad,24-05-2024,A,229,226,0,Assembly,Bosch,Engine_Parts,2,60,Maintenance,470,505,58417.76,1,0.0,98.69,Below Reorder
R_Pune,05-06-2024,C,182,155,4,Painting,Continental,Engine_Parts,3,117,Power_Failure,760,594,67544.85,5,2.58,85.16,Optimal
R_Chakan,21-08-2024,B,187,172,0,Assembly,ZF,Body_Parts,13,8,Material_Shortage,453,492,52853.49,0,0.0,91.98,Below Reorder
R_Chakan,29-05-2024,C,183,147,8,No Defect,Mahindra_Suppliers,Gearbox,7,105,Maintenance,990,430,51618.77,3,5.44,80.33,Optimal
R_Chakan,23-08-2024,A,241,204,7,Painting,Mahindra_Suppliers,Body_Parts,10,74,Machine_Failure,457,387,64629.89,0,3.43,84.65,Optimal
R_Pune,03-02-2024,A,217,215,0,Electrical,ZF,Gearbox,10,52,Power_Failure,741,406,65417.09,2,0.0,99.08,Optimal
R_Pune,20-03-2024,C,212,201,6,Welding,ZF,Body_Parts,11,27,Maintenance,839,394,45916.48,4,2.99,94.81,Optimal
R_Aurangabad,04-09-2024,A,226,202,7,Welding,Valeo,Gearbox,3,124,Machine_Failure,361,417,61815.85,1,3.47,89.38,Below Reorder
R_Pune,12-01-2024,A,190,177,7,Assembly,Valeo,Body_Parts,13,64,Machine_Failure,875,388,59639.94,3,3.95,93.16,Optimal
R_Aurangabad,11-08-2024,C,248,231,11,Assembly,Mahindra_Suppliers,Body_Parts,14,98,Maintenance,370,564,61857.68,4,4.76,93.15,Below Reorder
R_Chakan,21-02-2024,C,205,165,11,Electrical,Mahindra_Suppliers,Body_Parts,15,148,Power_Failure,392,326,65181.4,3,6.67,80.49,Optimal
R_Chakan,01-03-2024,C,197,182,1,No Defect,Continental,Engine_Parts,10,158,Material_Shortage,412,446,52771.64,3,0.55,92.39,Below Reorder
R_Pune,17-06-2024,B,188,163,9,Painting,Bosch,Gearbox,13,23,Machine_Failure,406,486,53118.33,2,5.52,86.7,Below Reorder
R_Pune,10-03-2024,A,181,179,14,Painting,Continental,Electronics,3,15,Machine_Failure,333,584,76566.57,0,7.82,98.9,Below Reorder
R_Chakan,20-10-2024,C,235,215,14,Painting,Bosch,Gearbox,5,121,Power_Failure,1193,418,55125.25,5,6.51,91.49,Optimal
R_Aurangabad,03-01-2024,B,240,218,7,No Defect,Mahindra_Suppliers,Body_Parts,3,166,Machine_Failure,502,563,69191.45,0,3.21,90.83,Below Reorder
R_Chakan,09-01-2024,A,206,190,1,Electrical,Bosch,Engine_Parts,8,160,Machine_Failure,294,476,53826.6,1,0.53,92.23,Below Reorder
R_Chakan,26-04-2024,A,182,151,12,Painting,Bosch,Body_Parts,15,113,Maintenance,863,465,64378.32,1,7.95,82.97,Optimal
R_Chakan,02-04-2024,B,233,215,4,Painting,Continental,Engine_Parts,6,148,Machine_Failure,857,473,69490.74,4,1.86,92.27,Optimal
R_Pune,04-05-2024,B,217,194,1,Welding,ZF,Body_Parts,11,177,Power_Failure,891,356,77975.71,4,0.52,89.4,Optimal
R_Aurangabad,11-06-2024,A,247,234,15,Painting,Continental,Engine_Parts,6,30,Power_Failure,1029,584,71406.96,1,6.41,94.74,Optimal
R_Pune,13-02-2024,C,200,164,1,Assembly,ZF,Engine_Parts,9,56,Machine_Failure,539,381,69405.45,4,0.61,82.0,Optimal
R_Aurangabad,25-10-2024,C,188,153,1,No Defect,Mahindra_Suppliers,Engine_Parts,9,6,Power_Failure,1071,337,74828.34,2,0.65,81.38,Optimal
R_Pune,19-02-2024,C,193,160,0,No Defect,Bosch,Electronics,5,114,Power_Failure,814,336,74998.45,2,0.0,82.9,Optimal
R_Aurangabad,16-03-2024,A,248,241,4,Electrical,Bosch,Gearbox,9,16,Power_Failure,603,523,70837.08,5,1.66,97.18,Optimal
R_Pune,13-06-2024,C,202,196,14,Painting,Mahindra_Suppliers,Gearbox,14,61,Material_Shortage,984,549,65244.24,3,7.14,97.03,Optimal
R_Chakan,30-07-2024,A,200,171,0,Assembly,Valeo,Body_Parts,2,121,Power_Failure,342,556,76047.89,2,0.0,85.5,Below Reorder
R_Aurangabad,30-03-2024,C,202,200,14,No Defect,Bosch,Body_Parts,14,62,Maintenance,432,527,77032.08,2,7.0,99.01,Below Reorder
R_Chakan,21-08-2024,A,231,197,5,Electrical,Continental,Body_Parts,7,64,Maintenance,938,582,75091.92,5,2.54,85.28,Optimal
R_Pune,23-06-2024,B,258,220,8,No Defect,Continental,Engine_Parts,11,56,Maintenance,910,449,46522.93,2,3.64,85.27,Optimal
R_Aurangabad,06-07-2024,A,257,218,12,Assembly,Mahindra_Suppliers,Gearbox,4,73,Material_Shortage,736,360,54469.81,3,5.5,84.82,Optimal
R_Aurangabad,12-04-2024,B,197,166,8,Assembly,Bosch,Electronics,14,102,Machine_Failure,896,310,75460.85,5,4.82,84.26,Optimal
R_Chakan,11-03-2024,A,234,229,5,Assembly,ZF,Body_Parts,10,171,Machine_Failure,1179,385,57593.97,2,2.18,97.86,Optimal
R_Chakan,29-09-2024,C,185,170,8,No Defect,ZF,Electronics,6,32,Material_Shortage,514,317,54684.03,3,4.71,91.89,Optimal
R_Aurangabad,23-07-2024,C,208,169,14,No Defect,Bosch,Engine_Parts,5,58,Machine_Failure,861,387,54865.9,0,8.28,81.25,Optimal
R_Chakan,21-01-2024,A,240,222,11,Electrical,Valeo,Engine_Parts,3,129,Power_Failure,417,432,56011.53,5,4.95,92.5,Below Reorder
R_Aurangabad,13-01-2024,A,205,181,13,Welding,ZF,Engine_Parts,6,147,Power_Failure,931,588,66666.61,5,7.18,88.29,Optimal
R_Aurangabad,05-06-2024,B,247,239,11,Welding,Continental,Engine_Parts,2,81,Power_Failure,794,451,60635.31,3,4.6,96.76,Optimal
R_Chakan,18-06-2024,B,250,234,9,Assembly,Mahindra_Suppliers,Electronics,8,132,Material_Shortage,384,348,69645.1,5,3.85,93.6,Optimal
R_Chakan,17-06-2024,C,209,200,0,No Defect,Bosch,Body_Parts,15,88,Power_Failure,294,322,70602.36,5,0.0,95.69,Below Reorder
R_Chakan,19-02-2024,C,250,237,2,Painting,ZF,Body_Parts,9,174,Machine_Failure,461,510,50278.56,5,0.84,94.8,Below Reorder
R_Pune,11-09-2024,C,260,221,12,Welding,Bosch,Body_Parts,7,36,Machine_Failure,655,319,59802.69,1,5.43,85.0,Optimal
R_Aurangabad,11-01-2024,C,191,153,15,Electrical,Continental,Gearbox,9,14,Machine_Failure,1007,372,68318.96,4,9.8,80.1,Optimal
R_Chakan,05-07-2024,B,193,165,15,No Defect,ZF,Gearbox,10,129,Power_Failure,213,563,64345.89,5,9.09,85.49,Below Reorder
R_Chakan,29-04-2024,A,226,214,6,Welding,ZF,Engine_Parts,9,55,Machine_Failure,322,507,79636.53,0,2.8,94.69,Below Reorder
R_Pune,24-06-2024,C,193,165,0,No Defect,Valeo,Engine_Parts,11,124,Machine_Failure,860,480,49665.98,5,0.0,85.49,Optimal
R_Chakan,06-07-2024,B,250,228,0,Welding,Bosch,Body_Parts,10,29,Maintenance,846,408,60923.86,5,0.0,91.2,Optimal
R_Chakan,07-03-2024,B,241,218,2,Assembly,ZF,Gearbox,8,76,Maintenance,984,518,66631.12,5,0.92,90.46,Optimal
R_Chakan,09-08-2024,B,240,200,6,No Defect,ZF,Gearbox,10,99,Power_Failure,445,510,54937.93,1,3.0,83.33,Below Reorder
R_Chakan,08-02-2024,C,187,187,1,Assembly,Continental,Gearbox,5,109,Material_Shortage,422,558,67735.85,4,0.53,100.0,Below Reorder
R_Pune,21-01-2024,B,198,184,11,Assembly,ZF,Gearbox,8,46,Machine_Failure,1102,300,76026.52,1,5.98,92.93,Optimal
R_Aurangabad,15-07-2024,A,198,192,6,Welding,Valeo,Gearbox,6,101,Maintenance,696,558,60028.27,0,3.12,96.97,Optimal
R_Pune,11-03-2024,C,210,185,9,Painting,Valeo,Electronics,12,79,Material_Shortage,649,340,63077.88,3,4.86,88.1,Optimal
R_Pune,29-05-2024,B,256,229,4,No Defect,ZF,Body_Parts,8,47,Maintenance,990,316,79656.67,4,1.75,89.45,Optimal
R_Aurangabad,09-01-2024,B,242,229,3,Assembly,Continental,Electronics,7,169,Power_Failure,517,498,55931.69,1,1.31,94.63,Optimal
R_Aurangabad,01-03-2024,A,209,189,2,Electrical,Mahindra_Suppliers,Electronics,9,141,Machine_Failure,227,539,75805.52,0,1.06,90.43,Below Reorder
R_Chakan,19-02-2024,B,197,160,9,Painting,Mahindra_Suppliers,Gearbox,6,166,Machine_Failure,686,426,78193.07,2,5.62,81.22,Optimal
R_Pune,11-05-2024,B,217,210,11,Painting,Bosch,Body_Parts,2,152,Power_Failure,913,521,56046.55,5,5.24,96.77,Optimal
R_Chakan,20-04-2024,C,238,207,11,Assembly,ZF,Gearbox,8,37,Power_Failure,219,326,71694.5,2,5.31,86.97,Below Reorder
R_Chakan,29-02-2024,B,202,187,6,Painting,Continental,Engine_Parts,13,136,Material_Shortage,1169,526,62174.8,0,3.21,92.57,Optimal
R_Chakan,10-01-2024,B,246,237,0,Painting,Valeo,Body_Parts,14,104,Maintenance,618,497,76436.89,0,0.0,96.34,Optimal
R_Aurangabad,14-09-2024,C,227,224,12,No Defect,Valeo,Electronics,10,149,Machine_Failure,436,387,49329.24,2,5.36,98.68,Optimal
R_Aurangabad,07-03-2024,A,185,178,13,Electrical,Mahindra_Suppliers,Engine_Parts,13,118,Machine_Failure,551,431,50671.19,4,7.3,96.22,Optimal
R_Chakan,21-05-2024,A,252,220,4,No Defect,Bosch,Engine_Parts,2,44,Material_Shortage,779,300,76484.16,5,1.82,87.3,Optimal
R_Chakan,23-02-2024,C,257,249,9,Assembly,Bosch,Gearbox,15,114,Maintenance,388,550,62583.23,0,3.61,96.89,Below Reorder
R_Aurangabad,15-04-2024,A,243,218,7,Welding,Mahindra_Suppliers,Gearbox,11,77,Power_Failure,1029,313,63343.21,5,3.21,89.71,Optimal
R_Aurangabad,28-09-2024,C,233,227,11,Painting,Valeo,Electronics,5,118,Maintenance,732,532,73249.41,4,4.85,97.42,Optimal
R_Aurangabad,13-05-2024,B,226,195,12,Welding,Mahindra_Suppliers,Electronics,9,25,Power_Failure,470,429,65219.57,2,6.15,86.28,Optimal
R_Aurangabad,04-10-2024,C,200,191,5,Assembly,Mahindra_Suppliers,Gearbox,15,108,Maintenance,1002,488,57088.79,4,2.62,95.5,Optimal
R_Pune,28-08-2024,B,237,213,11,Electrical,Bosch,Gearbox,10,168,Machine_Failure,836,513,60725.37,2,5.16,89.87,Optimal
R_Chakan,03-05-2024,A,193,157,14,No Defect,Mahindra_Suppliers,Gearbox,2,72,Power_Failure,594,559,68493.45,0,8.92,81.35,Optimal
R_Aurangabad,26-02-2024,C,215,179,13,Electrical,Bosch,Electronics,12,104,Material_Shortage,383,375,53506.43,4,7.26,83.26,Optimal
R_Aurangabad,05-08-2024,B,233,194,15,Electrical,Valeo,Engine_Parts,4,175,Machine_Failure,922,382,66501.17,1,7.73,83.26,Optimal
R_Aurangabad,08-07-2024,B,199,193,4,Electrical,Bosch,Body_Parts,13,150,Power_Failure,419,406,53520.27,2,2.07,96.98,Optimal
R_Aurangabad,19-03-2024,B,214,178,9,Painting,ZF,Body_Parts,4,165,Power_Failure,420,372,49816.55,1,5.06,83.18,Optimal
R_Pune,27-07-2024,A,219,214,3,Assembly,Continental,Electronics,8,92,Maintenance,543,320,47355.56,0,1.4,97.72,Optimal
R_Aurangabad,24-05-2024,A,250,216,14,Welding,Bosch,Body_Parts,15,66,Power_Failure,560,583,79187.77,2,6.48,86.4,Below Reorder
R_Pune,15-03-2024,C,232,214,6,No Defect,ZF,Engine_Parts,15,1,Material_Shortage,1167,411,66419.94,2,2.8,92.24,Optimal
R_Chakan,09-09-2024,B,214,187,8,Painting,ZF,Gearbox,6,4,Material_Shortage,213,502,68873.26,4,4.28,87.38,Below Reorder
R_Chakan,20-07-2024,B,244,239,2,No Defect,Valeo,Engine_Parts,9,53,Machine_Failure,914,598,73316.9,4,0.84,97.95,Optimal
R_Pune,29-09-2024,A,226,199,7,Electrical,Bosch,Engine_Parts,4,101,Material_Shortage,269,522,76420.59,5,3.52,88.05,Below Reorder
R_Chakan,11-02-2024,A,203,198,2,No Defect,Mahindra_Suppliers,Electronics,2,0,Material_Shortage,1167,539,69752.66,1,1.01,97.54,Optimal
R_Chakan,03-06-2024,B,192,160,6,Electrical,Continental,Gearbox,13,108,Maintenance,272,422,65216.65,1,3.75,83.33,Below Reorder
R_Chakan,04-08-2024,A,237,211,14,Assembly,Valeo,Gearbox,4,98,Machine_Failure,445,563,48569.41,0,6.64,89.03,Below Reorder
R_Chakan,23-07-2024,A,184,165,3,Assembly,Bosch,Engine_Parts,10,177,Machine_Failure,798,519,47433.03,2,1.82,89.67,Optimal
R_Chakan,14-10-2024,A,259,221,2,Welding,Valeo,Electronics,7,12,Power_Failure,687,593,60705.94,2,0.9,85.33,Optimal
R_Chakan,02-10-2024,B,188,184,0,Assembly,Mahindra_Suppliers,Body_Parts,6,49,Power_Failure,534,396,70368.36,0,0.0,97.87,Optimal
R_Chakan,05-07-2024,C,229,193,4,No Defect,Bosch,Body_Parts,11,32,Material_Shortage,210,441,73141.07,2,2.07,84.28,Below Reorder
R_Pune,09-04-2024,B,181,148,11,Assembly,Mahindra_Suppliers,Gearbox,8,34,Machine_Failure,1122,439,55644.85,0,7.43,81.77,Optimal
R_Pune,11-10-2024,C,240,238,2,No Defect,Valeo,Body_Parts,14,0,Machine_Failure,1056,537,75576.05,1,0.84,99.17,Optimal
R_Chakan,06-07-2024,A,201,171,5,No Defect,Bosch,Engine_Parts,12,95,Material_Shortage,902,336,57920.41,4,2.92,85.07,Optimal
R_Aurangabad,29-01-2024,B,188,188,4,No Defect,Mahindra_Suppliers,Engine_Parts,4,162,Maintenance,612,487,72082.32,1,2.13,100.0,Optimal
R_Aurangabad,15-08-2024,C,260,232,9,Welding,Bosch,Gearbox,14,40,Power_Failure,1092,504,77225.79,0,3.88,89.23,Optimal
R_Aurangabad,28-02-2024,C,240,220,6,Welding,ZF,Gearbox,3,180,Material_Shortage,444,530,72766.66,5,2.73,91.67,Below Reorder
R_Aurangabad,14-08-2024,A,259,248,13,Welding,Continental,Engine_Parts,12,158,Material_Shortage,1053,355,45237.37,1,5.24,95.75,Optimal
R_Aurangabad,25-09-2024,C,222,213,12,Welding,Continental,Gearbox,9,66,Material_Shortage,1124,573,54742.82,5,5.63,95.95,Optimal
R_Pune,03-04-2024,A,232,227,6,Painting,Bosch,Gearbox,7,114,Machine_Failure,798,301,69110.51,2,2.64,97.84,Optimal
R_Chakan,04-06-2024,A,219,211,15,Assembly,Continental,Engine_Parts,5,163,Machine_Failure,233,440,63612.98,3,7.11,96.35,Below Reorder
R_Chakan,03-04-2024,A,236,219,15,Assembly,Bosch,Electronics,14,154,Maintenance,718,313,55644.73,4,6.85,92.8,Optimal
R_Aurangabad,04-05-2024,C,213,210,8,Painting,Continental,Body_Parts,13,117,Power_Failure,403,466,49392.69,3,3.81,98.59,Below Reorder
R_Aurangabad,17-01-2024,C,215,175,13,Welding,Bosch,Body_Parts,10,157,Material_Shortage,663,469,78450.0,5,7.43,81.4,Optimal
R_Aurangabad,20-03-2024,C,252,236,8,Assembly,ZF,Gearbox,12,5,Power_Failure,1108,395,76122.2,3,3.39,93.65,Optimal
R_Pune,06-07-2024,C,181,148,12,Electrical,Mahindra_Suppliers,Body_Parts,6,126,Machine_Failure,1134,424,54325.33,0,8.11,81.77,Optimal
R_Chakan,22-04-2024,B,258,229,15,Assembly,Continental,Gearbox,10,165,Material_Shortage,1001,589,68999.72,4,6.55,88.76,Optimal
R_Pune,07-02-2024,C,259,226,12,Painting,Continental,Engine_Parts,9,159,Material_Shortage,305,464,49163.99,5,5.31,87.26,Below Reorder
R_Pune,10-01-2024,A,183,143,11,Welding,Mahindra_Suppliers,Gearbox,11,32,Machine_Failure,994,548,70416.11,5,7.69,78.14,Optimal
R_Pune,01-02-2024,C,199,169,5,Electrical,Continental,Electronics,11,85,Machine_Failure,605,562,45369.34,0,2.96,84.92,Optimal
R_Aurangabad,18-07-2024,A,188,177,3,Assembly,Bosch,Gearbox,9,142,Power_Failure,284,352,59902.92,0,1.69,94.15,Below Reorder
R_Pune,04-04-2024,C,184,165,8,Welding,ZF,Engine_Parts,3,114,Machine_Failure,521,374,56725.27,2,4.85,89.67,Optimal
R_Chakan,03-03-2024,B,227,207,8,Welding,Mahindra_Suppliers,Gearbox,11,123,Maintenance,758,374,69512.68,3,3.86,91.19,Optimal
R_Pune,01-07-2024,B,260,246,10,Assembly,Bosch,Electronics,8,58,Power_Failure,572,551,67602.89,3,4.07,94.62,Optimal
R_Pune,29-05-2024,C,203,177,10,Welding,Mahindra_Suppliers,Electronics,15,59,Power_Failure,224,380,70678.52,0,5.65,87.19,Below Reorder
R_Pune,19-02-2024,C,258,255,5,Electrical,ZF,Electronics,4,90,Material_Shortage,631,511,79894.19,4,1.96,98.84,Optimal
R_Chakan,23-07-2024,A,191,155,3,Painting,Valeo,Body_Parts,14,86,Machine_Failure,784,588,76014.11,3,1.94,81.15,Optimal
R_Pune,08-10-2024,C,232,221,7,Painting,Continental,Gearbox,11,115,Material_Shortage,1117,317,54332.14,0,3.17,95.26,Optimal
R_Chakan,11-08-2024,B,202,180,2,Assembly,Continental,Engine_Parts,3,7,Material_Shortage,1181,532,65013.14,1,1.11,89.11,Optimal
R_Pune,22-03-2024,C,183,164,9,Electrical,Valeo,Engine_Parts,6,127,Material_Shortage,1121,518,77246.18,0,5.49,89.62,Optimal
R_Chakan,21-05-2024,B,260,244,4,Painting,ZF,Electronics,8,160,Power_Failure,543,465,68386.92,0,1.64,93.85,Optimal
R_Pune,23-03-2024,B,219,179,6,Welding,Bosch,Electronics,4,54,Machine_Failure,345,350,61001.44,0,3.35,81.74,Below Reorder
R_Chakan,21-05-2024,B,247,236,6,No Defect,Mahindra_Suppliers,Gearbox,7,84,Power_Failure,998,339,66843.69,2,2.54,95.55,Optimal
R_Pune,17-09-2024,A,201,192,4,Welding,Valeo,Engine_Parts,8,157,Maintenance,689,597,49689.96,1,2.08,95.52,Optimal
R_Pune,04-10-2024,B,203,183,0,Electrical,Mahindra_Suppliers,Engine_Parts,14,107,Material_Shortage,759,451,71352.14,0,0.0,90.15,Optimal
R_Aurangabad,30-06-2024,C,212,187,3,Painting,Mahindra_Suppliers,Body_Parts,8,172,Maintenance,824,516,75301.89,5,1.6,88.21,Optimal
R_Chakan,19-04-2024,C,223,187,6,Assembly,Bosch,Gearbox,9,151,Power_Failure,1034,544,63831.71,3,3.21,83.86,Optimal
R_Aurangabad,18-10-2024,A,219,213,15,Welding,Mahindra_Suppliers,Electronics,9,50,Power_Failure,664,369,58128.9,1,7.04,97.26,Optimal
R_Aurangabad,15-02-2024,A,217,196,4,Electrical,Mahindra_Suppliers,Engine_Parts,2,80,Maintenance,287,415,69638.43,0,2.04,90.32,Below Reorder
R_Pune,15-01-2024,B,251,220,10,Painting,Valeo,Engine_Parts,9,2,Maintenance,359,531,74454.0,4,4.55,87.65,Below Reorder
R_Aurangabad,03-07-2024,B,188,183,12,Welding,Continental,Electronics,10,19,Material_Shortage,754,400,75726.07,4,6.56,97.34,Optimal
R_Pune,24-07-2024,B,208,173,3,Painting,Bosch,Gearbox,12,46,Power_Failure,820,320,57006.33,3,1.73,83.17,Optimal
R_Chakan,29-07-2024,B,206,167,10,Assembly,Mahindra_Suppliers,Electronics,14,85,Power_Failure,1142,333,45077.01,2,5.99,81.07,Optimal
R_Chakan,05-09-2024,C,250,217,14,Painting,Mahindra_Suppliers,Gearbox,5,140,Power_Failure,628,502,47171.13,0,6.45,86.8,Optimal
R_Pune,21-08-2024,B,229,202,3,Electrical,Continental,Electronics,8,170,Maintenance,1076,573,54244.1,0,1.49,88.21,Optimal
R_Pune,22-05-2024,B,246,245,7,Painting,Mahindra_Suppliers,Electronics,4,142,Power_Failure,221,332,54078.74,3,2.86,99.59,Below Reorder
R_Chakan,02-04-2024,B,216,179,2,Painting,Continental,Engine_Parts,9,161,Power_Failure,1083,590,57198.64,0,1.12,82.87,Optimal
R_Chakan,20-03-2024,C,243,230,2,Welding,Bosch,Electronics,14,29,Maintenance,828,370,76643.86,5,0.87,94.65,Optimal
R_Chakan,11-03-2024,A,220,199,4,Painting,Continental,Electronics,3,66,Maintenance,230,513,60317.73,4,2.01,90.45,Below Reorder
R_Chakan,28-06-2024,B,216,191,5,No Defect,Bosch,Body_Parts,8,148,Power_Failure,632,557,67105.28,2,2.62,88.43,Optimal
R_Pune,22-06-2024,B,251,215,13,Painting,Continental,Engine_Parts,12,130,Maintenance,1130,437,79095.98,3,6.05,85.66,Optimal
R_Chakan,04-07-2024,A,206,186,4,No Defect,Continental,Engine_Parts,7,23,Material_Shortage,730,474,74956.4,1,2.15,90.29,Optimal
R_Chakan,09-09-2024,A,201,180,14,No Defect,Bosch,Electronics,6,37,Material_Shortage,1195,397,56801.72,4,7.78,89.55,Optimal
R_Pune,30-07-2024,C,225,225,2,Painting,Mahindra_Suppliers,Gearbox,15,129,Maintenance,584,306,47048.61,5,0.89,100.0,Optimal
R_Chakan,24-06-2024,A,206,198,10,No Defect,Mahindra_Suppliers,Body_Parts,10,101,Machine_Failure,677,422,65496.52,4,5.05,96.12,Optimal
R_Pune,16-08-2024,B,216,205,5,Assembly,Continental,Body_Parts,7,1,Material_Shortage,722,451,64246.0,5,2.44,94.91,Optimal
R_Chakan,29-09-2024,C,211,186,13,Electrical,Bosch,Body_Parts,13,144,Material_Shortage,809,454,70574.43,4,6.99,88.15,Optimal
R_Pune,11-09-2024,A,181,144,1,Assembly,Valeo,Gearbox,5,64,Maintenance,1168,505,68442.14,1,0.69,79.56,Optimal
R_Chakan,04-02-2024,B,227,212,4,No Defect,Valeo,Body_Parts,13,154,Material_Shortage,925,498,49668.92,1,1.89,93.39,Optimal
R_Aurangabad,13-09-2024,B,242,231,2,Painting,ZF,Electronics,11,74,Maintenance,765,584,64552.93,4,0.87,95.45,Optimal
R_Chakan,10-03-2024,C,211,193,5,No Defect,Mahindra_Suppliers,Body_Parts,6,154,Maintenance,211,401,79716.38,3,2.59,91.47,Below Reorder
R_Aurangabad,28-09-2024,B,231,205,6,Painting,Continental,Body_Parts,7,35,Maintenance,980,415,46574.63,1,2.93,88.74,Optimal
R_Chakan,01-04-2024,B,227,220,0,Assembly,ZF,Electronics,15,5,Material_Shortage,416,479,46713.51,4,0.0,96.92,Below Reorder
R_Chakan,05-01-2024,B,247,212,2,Painting,Mahindra_Suppliers,Engine_Parts,11,129,Maintenance,529,524,57969.35,3,0.94,85.83,Optimal
R_Chakan,15-08-2024,B,188,173,1,Electrical,Bosch,Engine_Parts,5,7,Maintenance,368,367,66172.87,3,0.58,92.02,Optimal
R_Chakan,25-10-2024,B,203,170,14,Painting,Bosch,Electronics,3,73,Maintenance,1020,490,61083.32,5,8.24,83.74,Optimal
R_Chakan,14-09-2024,A,242,226,0,Electrical,Bosch,Electronics,15,22,Material_Shortage,628,557,67192.23,4,0.0,93.39,Optimal
R_Pune,01-01-2024,C,252,237,10,No Defect,Continental,Electronics,15,36,Maintenance,823,390,52329.77,0,4.22,94.05,Optimal
R_Chakan,11-06-2024,C,192,159,3,No Defect,Continental,Engine_Parts,13,130,Power_Failure,461,400,51403.0,4,1.89,82.81,Optimal
R_Pune,05-05-2024,B,253,224,8,Welding,Valeo,Gearbox,11,65,Maintenance,375,423,45421.03,0,3.57,88.54,Below Reorder
R_Pune,12-07-2024,A,229,212,2,Painting,Bosch,Electronics,10,135,Maintenance,1099,392,64186.09,0,0.94,92.58,Optimal
R_Aurangabad,30-05-2024,B,202,192,6,Painting,Valeo,Gearbox,9,159,Material_Shortage,241,439,56124.99,2,3.12,95.05,Below Reorder
R_Aurangabad,17-09-2024,C,223,197,13,Electrical,Bosch,Gearbox,3,96,Maintenance,954,396,74532.69,2,6.6,88.34,Optimal
R_Chakan,04-03-2024,A,258,247,4,No Defect,ZF,Body_Parts,9,46,Maintenance,1118,309,70272.16,4,1.62,95.74,Optimal
R_Aurangabad,13-02-2024,B,244,206,3,Assembly,Mahindra_Suppliers,Engine_Parts,8,14,Machine_Failure,947,491,75200.67,2,1.46,84.43,Optimal
R_Aurangabad,29-06-2024,B,260,260,10,Painting,ZF,Electronics,11,29,Power_Failure,957,578,66647.95,3,3.85,100.0,Optimal
R_Aurangabad,01-06-2024,C,208,200,2,Electrical,Bosch,Electronics,5,34,Machine_Failure,755,548,46690.77,5,1.0,96.15,Optimal
R_Aurangabad,11-06-2024,B,260,240,0,Welding,Continental,Body_Parts,4,124,Machine_Failure,475,354,64970.18,3,0.0,92.31,Optimal
R_Pune,23-03-2024,B,226,187,2,Electrical,Valeo,Gearbox,8,113,Power_Failure,400,460,52451.43,4,1.07,82.74,Below Reorder
R_Chakan,03-10-2024,B,217,181,11,Painting,Bosch,Gearbox,5,141,Material_Shortage,694,482,57787.4,2,6.08,83.41,Optimal
